27
3.119451591138658	-2.746675744367386
-3.1194515911755016	-2.746675744346182
-5.169521269754783	-4.763570020585052
5.1695212748705766	-4.763570048077345
-7.187680145723446	-6.773079602403403
7.187684550231711	-6.773080957879658
-8.503381183324548	-8.090768867220584
8.503399432502182	-8.090793513679793
-0.00018488830247135398	-12.033916991622778
7.196410967270519	-9.694885260431569
-7.19653706795358	-9.695015762500905
2.30156457134318	-11.861146737903033
-2.301202494480578	-11.861223194821415
4.543198098484184	-11.387889807058484
-4.543569240170804	-11.38775859336838
10.250933412193383	-7.38337449211746
-10.250935969187204	-7.383373333989715
-6.398673156298609	-11.103065799410725
6.398973257128279	-11.103093684349219
12.37172105820101	-6.710221464013776
-12.371721203515655	-6.710221547353495
14.744910402286287	-5.872983463403267
-14.744910405888866	-5.872983472760542
17.48318370665169	-4.794243172921732
-17.483183706531097	-4.794243173409061
-20.87740677558834	-3.2561756909587607
20.877406775594096	-3.256175690950237
